witness_id,claim_id,witness_first_name,witness_middle_name,witness_last_name,witness_full_name,witness_mobile,witness_email,witness_gender,witness_dob,witness_gov_id,member_id
WIT-10885,CLM-01855,Sanaya,,Gour,Sanaya Gour,99950595644,sanaya20@live.com,F,1964-05-11,VOTER-D444683,
WIT-10886,CLM-02011,Yagnesh,,Garde,Yagnesh Garde,99272005328,yagnesh73@live.com,M,1967-05-15,UID-587697740925,
WIT-10887,CLM-00302,Vansha,,Balasubramanian,Vansha Balasubramanian,97342431930,vansha11@outlook.co.in,F,1966-10-14,AADHAR-3520-8737-7715,
WIT-10888,CLM-00302,Radha,,Walla,Radha Walla,98762072908,radha77@hotmail.com,F,1967-08-28,AADHAR-4055-7812-9703,MEM-12171
WIT-10889,CLM-00815,Hemangini,,Bava,Hemangini Bava,97985779381,hemangini86@rediffmail.com,F,1978-10-25,AADHAR-8013-4359-5018,
WIT-10890,CLM-00815,Meera,,Tella,Meera Tella,97738098599,meera46@yahoo.com,F,2000-10-18,AADHAR-7141-5920-2923,
WIT-10891,CLM-01400,Theodore,,Sharaf,Theodore Sharaf,99402229486,theodore29@rediffmail.com,M,1981-11-29,AADHAR-2606-6349-2369,
WIT-10892,CLM-01400,Darika,,Thakur,Darika Thakur,98602012754,darika40@hotmail.com,F,1997-06-12,AADHAR-2079-8023-7057,
WIT-10893,CLM-01372,Pallavi,,Amble,Pallavi Amble,98751084217,pallavi76@live.com,F,1987-12-15,VOTER-D657689,
WIT-10894,CLM-01372,Meghana,,Shankar,Meghana Shankar,98128471874,meghana26@rediffmail.com,F,1964-07-18,AADHAR-5489-1495-2793,
WIT-10895,CLM-00237,Lavanya,,De,Lavanya De,98845653022,lavanya33@rediffmail.com,F,1963-11-28,UID-327239634875,
WIT-10896,CLM-00237,Gaurika,,Talwar,Gaurika Talwar,99223907771,gaurika84@rediffmail.com,F,2005-07-31,VOTER-C499145,MEM-11101
WIT-10897,CLM-01069,Rajeshri,,Chad,Rajeshri Chad,98772651425,rajeshri81@live.com,F,1987-05-14,UID-585272808885,
WIT-10898,CLM-01069,Indira,,Pandey,Indira Pandey,99582570619,indira84@live.com,F,1984-03-13,UID-133932847799,
WIT-10899,CLM-01069,Agastya,,Shere,Agastya Shere,98410866390,agastya13@rediffmail.com,M,2004-05-31,VOTER-A452454,MEM-13092
WIT-10900,CLM-00238,Geetika,,Sengupta,Geetika Sengupta,97515160590,geetika65@yahoo.com,F,1963-05-25,AADHAR-8879-5320-1008,
WIT-10901,CLM-00238,Manthan,,Kade,Manthan Kade,98649009785,manthan79@outlook.co.in,M,1966-11-01,UID-963930585489,
WIT-10902,CLM-00819,Vinaya,,Mangat,Vinaya Mangat,97738880021,vinaya77@live.com,F,1955-09-19,AADHAR-7434-8617-2013,
WIT-10903,CLM-00316,Rishi,,Chaudhry,Rishi Chaudhry,97609513384,rishi30@outlook.co.in,M,2001-11-22,AADHAR-9906-8217-7679,
WIT-10904,CLM-00316,Zaitra,,Nayar,Zaitra Nayar,99386427069,zaitra40@hotmail.com,F,1988-12-13,AADHAR-8805-5076-9294,
WIT-10905,CLM-00316,Ekavir,,Boase,Ekavir Boase,98826189590,ekavir42@live.com,M,1975-03-30,VOTER-D464723,
WIT-10906,CLM-02237,Ranveer,,Barad,Ranveer Barad,98813146029,ranveer96@yahoo.com,M,1957-12-28,AADHAR-2551-5413-7672,
WIT-10907,CLM-02237,Harsh,,Tailor,Harsh Tailor,99234114162,harsh94@outlook.co.in,M,1995-11-25,AADHAR-5818-3003-3403,
WIT-10908,CLM-00395,Ikbal,,Maharaj,Ikbal Maharaj,99302401713,ikbal70@rediffmail.com,M,1993-04-17,VOTER-A316519,
WIT-10909,CLM-00395,Ishwar,,Varughese,Ishwar Varughese,99901193147,ishwar11@gmail.com,M,1970-12-27,VOTER-C785135,
WIT-10910,CLM-01753,Arjun,,Banik,Arjun Banik,98748665006,arjun80@hotmail.com,M,1969-01-18,VOTER-C489707,
WIT-10911,CLM-01753,Quincy,,Bali,Quincy Bali,97322256609,quincy28@live.com,M,1989-08-12,AADHAR-6383-7921-3647,
WIT-10912,CLM-01753,Timothy,,Solanki,Timothy Solanki,98326273982,timothy52@outlook.co.in,M,1981-10-14,UID-106621260580,
WIT-10913,CLM-01799,Hardik,,Ratta,Hardik Ratta,97499227875,hardik36@outlook.co.in,M,1980-08-23,UID-521594000880,
WIT-10914,CLM-01799,Sai,,Arora,Sai Arora,99682819922,sai48@hotmail.com,F,2002-09-22,AADHAR-6963-5830-4174,
WIT-10915,CLM-01799,Baljiwan,,Khare,Baljiwan Khare,98439959174,baljiwan78@rediffmail.com,M,1980-11-04,VOTER-B234479,
WIT-10916,CLM-01758,Logan,,Boase,Logan Boase,97335364217,logan36@rediffmail.com,M,1991-07-14,UID-306069276958,
WIT-10917,CLM-01758,Aashi,,Shankar,Aashi Shankar,98481733435,aashi74@rediffmail.com,F,1951-09-20,VOTER-C568961,
WIT-10918,CLM-01758,Mekhala,,Tak,Mekhala Tak,98630337336,mekhala64@hotmail.com,F,1976-08-08,VOTER-C996878,
WIT-10919,CLM-00097,Jatin,,Tiwari,Jatin Tiwari,98809435012,jatin86@gmail.com,M,1991-05-12,AADHAR-9233-1382-9533,MEM-12124
WIT-10920,CLM-01671,Jeevika,,Deol,Jeevika Deol,98767156461,jeevika97@live.com,F,1995-05-29,AADHAR-6307-6638-6897,
WIT-10921,CLM-01671,Ati,,Shetty,Ati Shetty,97583733934,ati68@live.com,F,1986-10-25,AADHAR-1684-2555-3758,
WIT-10922,CLM-00961,Kala,,Chopra,Kala Chopra,97297062990,kala35@live.com,F,1992-07-09,UID-746848603133,
WIT-10923,CLM-00961,Ayushman,,Sen,Ayushman Sen,97168308212,ayushman45@yahoo.com,M,1980-07-25,VOTER-D611189,MEM-13237
WIT-10924,CLM-02249,Qushi,,Kala,Qushi Kala,98527780504,qushi34@rediffmail.com,F,1997-09-07,AADHAR-9355-4415-5992,
WIT-10925,CLM-02249,Qushi,,Sarkar,Qushi Sarkar,99971493624,qushi58@live.com,F,1971-08-25,UID-573083063384,MEM-10458
WIT-10926,CLM-02249,Vritti,,De,Vritti De,98611122876,vritti66@gmail.com,F,1977-03-12,AADHAR-4651-7550-9732,
WIT-10927,CLM-02508,Ishwar,,Dara,Ishwar Dara,98750042433,ishwar17@yahoo.com,M,1975-06-17,AADHAR-9566-5963-2590,
WIT-10928,CLM-02508,Yamini,,Shere,Yamini Shere,99954395370,yamini38@hotmail.com,F,2001-12-12,UID-725748106533,
WIT-10929,CLM-02508,Simon,,Mandal,Simon Mandal,97630509072,simon38@hotmail.com,M,1976-05-16,UID-126265554206,
WIT-10930,CLM-00121,Gauri,,Goda,Gauri Goda,99242025728,gauri11@live.com,F,1954-06-04,UID-930492529740,
WIT-10931,CLM-00121,Naveen,,Rajagopal,Naveen Rajagopal,97965357580,naveen45@yahoo.com,M,1967-05-10,VOTER-E434518,
WIT-10932,CLM-02798,Falguni,,Doctor,Falguni Doctor,97380473359,falguni90@gmail.com,F,1980-10-12,VOTER-E740283,
WIT-10933,CLM-02798,George,,Pai,George Pai,98001197034,george82@live.com,M,1983-07-05,UID-318483213051,
WIT-10934,CLM-01261,Aarnav,,Raval,Aarnav Raval,97442104031,aarnav52@hotmail.com,M,1961-06-28,UID-474503591752,
WIT-10935,CLM-01261,Udyati,,Madan,Udyati Madan,98075548939,udyati41@live.com,F,1999-10-16,UID-284681139395,
WIT-10936,CLM-01261,Ikshita,,Narain,Ikshita Narain,97641365220,ikshita33@rediffmail.com,F,1957-02-08,UID-540557378474,
WIT-10937,CLM-02058,Robert,,Varty,Robert Varty,98639715611,robert90@hotmail.com,M,1962-11-26,UID-577746560666,
WIT-10938,CLM-02058,Hemal,,Suresh,Hemal Suresh,97231555709,hemal32@gmail.com,F,1954-05-30,UID-807649233729,
WIT-10939,CLM-01930,Abdul,,Krishnan,Abdul Krishnan,98306876901,abdul15@gmail.com,M,1999-12-03,VOTER-B565762,
WIT-10940,CLM-01930,Advaith,,Nanda,Advaith Nanda,99027203743,advaith49@gmail.com,M,1951-08-27,UID-887034461658,
WIT-10941,CLM-01930,Ijaya,,Krishna,Ijaya Krishna,99917297144,ijaya77@rediffmail.com,F,1984-11-05,UID-207220625627,
WIT-10942,CLM-01030,Pavani,,Balasubramanian,Pavani Balasubramanian,98862909186,pavani82@hotmail.com,F,2007-10-16,VOTER-A700659,MEM-10703
WIT-10943,CLM-00033,Nakul,,Chand,Nakul Chand,97660951230,nakul28@rediffmail.com,M,1988-04-17,VOTER-D340785,MEM-11748
WIT-10944,CLM-00033,Lakshmi,,Devi,Lakshmi Devi,97621243925,lakshmi10@outlook.co.in,F,1974-05-25,AADHAR-7993-3419-2878,
WIT-10945,CLM-00417,Frado,,Sharma,Frado Sharma,97324002883,frado31@live.com,M,1986-12-14,UID-212889826366,
WIT-10946,CLM-00210,Yatin,,Sane,Yatin Sane,99142343451,yatin90@gmail.com,M,1979-01-12,UID-800594155242,
WIT-10947,CLM-02179,Radhika,,Behl,Radhika Behl,97269352222,radhika14@rediffmail.com,F,1976-07-13,AADHAR-7874-2584-4986,
WIT-10948,CLM-02179,Dayita,,Korpal,Dayita Korpal,99557717895,dayita72@gmail.com,F,2007-10-13,VOTER-D914497,
WIT-10949,CLM-00318,Jatin,,Borra,Jatin Borra,98360011352,jatin15@gmail.com,M,1995-07-17,UID-341663782888,
WIT-10950,CLM-01611,Harsh,,Dixit,Harsh Dixit,97191467758,harsh72@rediffmail.com,M,1954-11-06,AADHAR-4711-8391-5435,
WIT-10951,CLM-01611,Neel,,Sarna,Neel Sarna,98209944758,neel95@live.com,M,1983-01-09,AADHAR-9077-5544-6081,
WIT-10952,CLM-01611,Ayushman,,Rajan,Ayushman Rajan,98916895096,ayushman45@rediffmail.com,M,1981-07-23,VOTER-B980818,
WIT-10953,CLM-00056,Teerth,,Bali,Teerth Bali,98063128671,teerth81@yahoo.com,M,2006-10-16,AADHAR-2804-1200-1789,
WIT-10954,CLM-00056,Anita,,Swaminathan,Anita Swaminathan,98355959225,anita33@live.com,F,1968-03-07,UID-400453740625,
WIT-10955,CLM-00056,Amara,,Chada,Amara Chada,97053561131,amara94@hotmail.com,F,1957-01-11,AADHAR-5068-8323-7945,
WIT-10956,CLM-01982,Fiyaz,,Tank,Fiyaz Tank,99666404184,fiyaz14@outlook.co.in,M,1996-10-08,VOTER-E575945,
WIT-10957,CLM-01982,Pushti,,Dixit,Pushti Dixit,98747260437,pushti79@yahoo.com,F,1971-07-20,AADHAR-6369-5136-6537,
WIT-10958,CLM-01982,Gaurangi,,Ray,Gaurangi Ray,98184957491,gaurangi69@hotmail.com,F,1973-12-08,UID-728045907033,
WIT-10959,CLM-02509,Lakshit,,Suri,Lakshit Suri,98729933167,lakshit61@rediffmail.com,M,1994-02-07,UID-867050621657,
WIT-10960,CLM-02509,Vamakshi,,Koshy,Vamakshi Koshy,97104557424,vamakshi88@live.com,F,1983-06-26,AADHAR-7858-3955-1189,MEM-11415
WIT-10961,CLM-02509,Sathvik,,Parsa,Sathvik Parsa,98822211730,sathvik36@yahoo.com,M,1979-06-08,UID-628719124125,
WIT-10962,CLM-00217,Zaid,,Sharaf,Zaid Sharaf,99321522108,zaid74@outlook.co.in,M,1954-07-15,UID-752714350828,
WIT-10963,CLM-02594,Saanvi,,Kata,Saanvi Kata,99619207019,saanvi57@rediffmail.com,F,1992-03-07,VOTER-E628412,
WIT-10964,CLM-02594,Ikshita,,Majumdar,Ikshita Majumdar,98160975357,ikshita92@gmail.com,F,1950-11-20,AADHAR-2349-6323-7384,
WIT-10965,CLM-00274,Bakhshi,,Varkey,Bakhshi Varkey,98666961078,bakhshi15@yahoo.com,M,1971-12-22,VOTER-C608936,
WIT-10966,CLM-00274,Saumya,,Varma,Saumya Varma,99099601349,saumya46@rediffmail.com,F,2003-07-23,UID-580738252786,
WIT-10967,CLM-00274,Hamsini,,Bandi,Hamsini Bandi,99420763789,hamsini28@rediffmail.com,F,1989-09-20,VOTER-A407173,
WIT-10968,CLM-01174,Caleb,,Guha,Caleb Guha,98169223830,caleb85@hotmail.com,M,1950-03-12,UID-781194344864,
WIT-10969,CLM-02583,Ekalinga,,Sandal,Ekalinga Sandal,97118325163,ekalinga31@live.com,M,1973-06-09,AADHAR-6969-9376-2061,
WIT-10970,CLM-02583,Yasti,,Rege,Yasti Rege,97382784999,yasti91@outlook.co.in,F,1983-02-09,VOTER-B888533,
WIT-10971,CLM-02583,Aarna,,Bhandari,Aarna Bhandari,99415832086,aarna34@outlook.co.in,F,2000-03-31,UID-790649588441,
WIT-10972,CLM-02863,Tanvi,,Aggarwal,Tanvi Aggarwal,97026406984,tanvi61@gmail.com,F,1961-07-23,VOTER-B984466,
WIT-10973,CLM-02863,Advay,,Bhatti,Advay Bhatti,99106616460,advay87@hotmail.com,M,1993-07-07,AADHAR-9189-7162-5985,
WIT-10974,CLM-00501,Noah,,Sama,Noah Sama,98053136892,noah65@rediffmail.com,M,2002-07-01,UID-448910998346,
WIT-10975,CLM-01458,Yatin,,Arora,Yatin Arora,97094127708,yatin80@gmail.com,M,1990-05-07,AADHAR-3467-5932-8993,MEM-13385
WIT-10976,CLM-00456,Brinda,,Swaminathan,Brinda Swaminathan,97438293787,brinda57@hotmail.com,F,2003-05-02,AADHAR-7404-1976-8892,
WIT-10977,CLM-00456,Damyanti,,Garg,Damyanti Garg,98707114409,damyanti13@rediffmail.com,F,1962-10-22,VOTER-E488864,
WIT-10978,CLM-02750,Sai,,Karpe,Sai Karpe,97958937979,sai66@yahoo.com,M,1995-02-14,VOTER-C382532,
WIT-10979,CLM-02750,Yamini,,Patla,Yamini Patla,98353446043,yamini96@rediffmail.com,F,1971-03-05,VOTER-E199323,
WIT-10980,CLM-02212,Charan,,Bajwa,Charan Bajwa,99378528591,charan61@outlook.co.in,M,1979-06-18,UID-363612392464,
WIT-10981,CLM-02212,William,,Sen,William Sen,99282806730,william75@outlook.co.in,M,1955-08-13,UID-481718264708,
WIT-10982,CLM-01883,Rishi,,Jha,Rishi Jha,98943621311,rishi47@hotmail.com,M,1966-02-25,AADHAR-8252-2073-6214,
WIT-10983,CLM-01883,Niharika,,Rattan,Niharika Rattan,97357261493,niharika72@gmail.com,F,1986-12-10,AADHAR-2088-9778-1276,
WIT-10984,CLM-01078,Anusha,,Mukhopadhyay,Anusha Mukhopadhyay,99933459349,anusha34@yahoo.com,F,1953-06-10,AADHAR-7137-2012-4107,
WIT-10985,CLM-01078,Vinaya,,Yadav,Vinaya Yadav,98525220020,vinaya32@rediffmail.com,F,1988-04-17,VOTER-A274318,
WIT-10986,CLM-01078,Alexander,,Chander,Alexander Chander,99579462179,alexander47@rediffmail.com,M,2005-10-19,VOTER-E929927,
WIT-10987,CLM-01084,Leena,,Babu,Leena Babu,97767173398,leena18@gmail.com,F,1970-08-13,VOTER-D877380,
WIT-10988,CLM-01084,Indrajit,,Varkey,Indrajit Varkey,97340389385,indrajit34@live.com,M,1998-02-28,VOTER-D317590,
WIT-10989,CLM-01084,Hiral,,Kalla,Hiral Kalla,98988042780,hiral39@outlook.co.in,F,1981-10-31,VOTER-D906167,MEM-12353
WIT-10990,CLM-00951,Timothy,,Chaudhuri,Timothy Chaudhuri,98600405984,timothy96@yahoo.com,M,1961-12-05,AADHAR-9954-6588-9889,
WIT-10991,CLM-00951,Netra,,Datta,Netra Datta,98025975345,netra11@outlook.co.in,F,1999-04-03,VOTER-C849113,MEM-10044
WIT-10992,CLM-02718,Ekiya,,Subramaniam,Ekiya Subramaniam,99617441201,ekiya28@gmail.com,F,1997-12-27,UID-974520066141,
WIT-10993,CLM-02718,Arya,,Parmar,Arya Parmar,99232176462,arya12@live.com,F,2002-04-14,VOTER-C532969,
WIT-10994,CLM-00466,Sarthak,,Shetty,Sarthak Shetty,99893417509,sarthak11@hotmail.com,M,1998-01-31,AADHAR-8642-8056-4463,
WIT-10995,CLM-00466,Yuvraj,,Dani,Yuvraj Dani,97394092328,yuvraj41@yahoo.com,M,1979-09-26,AADHAR-9832-9475-5251,
WIT-10996,CLM-00466,Wakeeta,,Gokhale,Wakeeta Gokhale,98492559616,wakeeta66@gmail.com,F,1961-05-12,UID-546219452512,
WIT-10997,CLM-02783,Frederick,,Gera,Frederick Gera,98825875167,frederick19@live.com,M,1997-01-06,VOTER-E906020,MEM-10713
WIT-10998,CLM-02783,Luke,,Salvi,Luke Salvi,99914638512,luke52@live.com,M,1957-02-04,UID-155464824979,
WIT-10999,CLM-02783,Vansha,,Chandra,Vansha Chandra,97478197728,vansha34@gmail.com,F,1985-09-28,VOTER-D156923,
WIT-11000,CLM-02469,Tanay,,Rana,Tanay Rana,97061473491,tanay76@gmail.com,M,1949-11-04,VOTER-A454515,
WIT-11001,CLM-02469,Dipta,,Balakrishnan,Dipta Balakrishnan,99980031439,dipta41@rediffmail.com,F,1983-10-31,VOTER-C371680,
WIT-11002,CLM-02242,Jagvi,,Balakrishnan,Jagvi Balakrishnan,97647391286,jagvi21@gmail.com,F,1978-12-21,AADHAR-8205-4735-3065,
WIT-11003,CLM-02242,Baghyawati,,Srinivasan,Baghyawati Srinivasan,97507200116,baghyawati88@live.com,F,2005-09-18,UID-643296803504,
WIT-11004,CLM-02242,Vedant,,Gara,Vedant Gara,99002332319,vedant22@outlook.co.in,M,1990-11-24,UID-669412434488,
WIT-11005,CLM-01415,Chakradhar,,Narang,Chakradhar Narang,97732573006,chakradhar93@live.com,M,2003-11-27,AADHAR-4119-9332-1433,
WIT-11006,CLM-01415,Chatresh,,Suresh,Chatresh Suresh,99292903749,chatresh48@yahoo.com,M,1979-04-30,VOTER-C389969,MEM-11530
WIT-11007,CLM-01201,Henry,,Suresh,Henry Suresh,99977837275,henry99@outlook.co.in,M,1988-01-01,AADHAR-3423-9431-8770,
WIT-11008,CLM-00602,Ansh,,Sankaran,Ansh Sankaran,98172020773,ansh34@hotmail.com,M,1956-06-12,VOTER-D108509,
WIT-11009,CLM-00602,Sara,,Nagy,Sara Nagy,99548776222,sara99@live.com,F,1949-11-04,AADHAR-8236-8854-4548,
WIT-11010,CLM-00602,Faras,,Chandra,Faras Chandra,99967621899,faras57@rediffmail.com,M,1954-04-16,UID-436777366717,
WIT-11011,CLM-01880,Neha,,Mangal,Neha Mangal,99619068816,neha72@rediffmail.com,F,1976-07-24,AADHAR-8658-4529-6061,
WIT-11012,CLM-01880,Tanish,,Chatterjee,Tanish Chatterjee,98423457614,tanish61@outlook.co.in,M,1993-05-21,AADHAR-3298-7844-3467,MEM-13278
WIT-11013,CLM-01880,Robert,,Chatterjee,Robert Chatterjee,98343376744,robert49@gmail.com,M,1982-10-28,UID-212104097686,
WIT-11014,CLM-00442,Hemani,,Patla,Hemani Patla,98305647890,hemani42@hotmail.com,F,2007-02-14,VOTER-C778996,
WIT-11015,CLM-00442,Falan,,Brar,Falan Brar,97974402308,falan74@yahoo.com,M,1963-10-03,AADHAR-9846-9156-4964,
WIT-11016,CLM-00442,Yagnesh,,Bumb,Yagnesh Bumb,99105502259,yagnesh62@live.com,M,1975-11-30,UID-386209571641,MEM-12008
WIT-11017,CLM-01915,Indrajit,,Badal,Indrajit Badal,97683277633,indrajit40@live.com,M,1954-05-24,UID-919983297763,
WIT-11018,CLM-01915,Inaya,,Luthra,Inaya Luthra,99653177821,inaya17@outlook.co.in,F,2001-09-14,VOTER-C865332,
WIT-11019,CLM-01915,Zehaan,,Kashyap,Zehaan Kashyap,98845730762,zehaan78@gmail.com,M,1971-04-07,AADHAR-5025-4621-1586,MEM-10156
WIT-11020,CLM-02294,Veda,,Shankar,Veda Shankar,97506661911,veda37@gmail.com,F,1975-08-23,VOTER-B790420,
WIT-11021,CLM-02294,Amol,,Bawa,Amol Bawa,97131624581,amol92@hotmail.com,M,1971-11-06,UID-191878178155,
WIT-11022,CLM-02294,Libni,,Krishna,Libni Krishna,97121646740,libni98@outlook.co.in,F,1983-10-15,VOTER-D529441,
WIT-11023,CLM-02287,Vrinda,,Swamy,Vrinda Swamy,99066074803,vrinda87@yahoo.com,F,1977-06-30,UID-100960862533,
WIT-11024,CLM-02287,Agastya,,Ray,Agastya Ray,97951399023,agastya58@rediffmail.com,M,1979-10-21,VOTER-E954337,
WIT-11025,CLM-02287,Yachana,,Rau,Yachana Rau,98354776703,yachana99@live.com,F,1993-05-13,VOTER-A929760,
WIT-11026,CLM-00643,Wyatt,,Andra,Wyatt Andra,97537720618,wyatt96@hotmail.com,M,1992-02-26,AADHAR-5339-1604-5293,
WIT-11027,CLM-00643,Amrita,,Garde,Amrita Garde,99240955396,amrita30@rediffmail.com,F,1953-12-12,VOTER-E722337,
WIT-11028,CLM-00643,Ayush,,Nagy,Ayush Nagy,98628629016,ayush92@rediffmail.com,M,1996-06-29,AADHAR-6184-8149-3827,
WIT-11029,CLM-00542,Vidhi,,Murty,Vidhi Murty,99024083333,vidhi93@hotmail.com,F,1965-03-12,UID-861447326076,
WIT-11030,CLM-00542,Siddharth,,Morar,Siddharth Morar,97043578702,siddharth84@yahoo.com,M,1962-10-20,VOTER-D357932,
WIT-11031,CLM-01620,Dayita,,Chaudhuri,Dayita Chaudhuri,98376978897,dayita39@gmail.com,F,1968-05-11,VOTER-A796907,
WIT-11032,CLM-01620,Raghav,,Seshadri,Raghav Seshadri,97297312266,raghav73@yahoo.com,M,1978-01-02,VOTER-E391138,MEM-11437
WIT-11033,CLM-01170,Naksh,,Bhakta,Naksh Bhakta,97787034584,naksh51@outlook.co.in,M,1965-03-18,AADHAR-5830-4485-4817,
WIT-11034,CLM-01170,Amaira,,Sachar,Amaira Sachar,97104455373,amaira56@outlook.co.in,F,2004-08-24,VOTER-E306352,
WIT-11035,CLM-01170,Aashi,,Tella,Aashi Tella,98248855721,aashi25@gmail.com,F,2004-09-03,VOTER-A892513,
WIT-11036,CLM-01931,Keya,,Ram,Keya Ram,99496714024,keya14@hotmail.com,F,2007-03-21,VOTER-D509645,
WIT-11037,CLM-01931,Jason,,Sule,Jason Sule,97848611166,jason29@yahoo.com,M,1964-03-28,VOTER-A129391,
WIT-11038,CLM-01931,Chandresh,,Biswas,Chandresh Biswas,98182024669,chandresh30@live.com,M,1971-09-25,VOTER-B830645,
WIT-11039,CLM-02432,Manan,,Bir,Manan Bir,98084792971,manan66@live.com,M,1983-01-13,UID-747126282883,
WIT-11040,CLM-00112,Dayita,,Bora,Dayita Bora,99744693404,dayita23@hotmail.com,F,1950-12-17,VOTER-D589156,
WIT-11041,CLM-00112,Vedant,,D’Alia,Vedant D’Alia,98223061458,vedant88@outlook.co.in,M,1998-07-13,UID-972874223718,
WIT-11042,CLM-01248,Pahal,,Doctor,Pahal Doctor,98276946710,pahal29@live.com,F,2007-05-30,AADHAR-8577-8212-4061,
WIT-11043,CLM-01248,Yasti,,Suri,Yasti Suri,97156570684,yasti94@outlook.co.in,F,1983-01-09,UID-221253892471,
WIT-11044,CLM-01248,Pushti,,Dubey,Pushti Dubey,97503666120,pushti61@hotmail.com,F,1993-12-21,UID-146149577112,
WIT-11045,CLM-02098,Warda,,Jhaveri,Warda Jhaveri,97864785964,warda42@rediffmail.com,F,1968-04-25,VOTER-C343961,
WIT-11046,CLM-02712,Pranav,,Natarajan,Pranav Natarajan,99275063556,pranav52@yahoo.com,M,1950-08-20,AADHAR-5253-2580-7181,
WIT-11047,CLM-02731,Champak,,Pandey,Champak Pandey,97369803559,champak89@gmail.com,M,1990-03-05,UID-435528005939,
WIT-11048,CLM-02731,Mohini,,Deshpande,Mohini Deshpande,99402640342,mohini75@gmail.com,F,1958-02-24,VOTER-D313349,
WIT-11049,CLM-01376,Harita,,Tata,Harita Tata,98599510978,harita95@rediffmail.com,F,1960-08-25,AADHAR-8339-4186-2789,
WIT-11050,CLM-01076,Netra,,Luthra,Netra Luthra,99911930765,netra90@hotmail.com,F,1986-03-05,VOTER-A947883,
WIT-11051,CLM-00308,Isha,,Chana,Isha Chana,98836342361,isha93@gmail.com,F,1950-02-20,AADHAR-2891-8993-6475,
WIT-11052,CLM-01964,Bhavini,,Keer,Bhavini Keer,99232387059,bhavini37@yahoo.com,F,1955-04-12,AADHAR-9644-8055-9096,
WIT-11053,CLM-02818,Frederick,,Karnik,Frederick Karnik,98344622098,frederick43@outlook.co.in,M,1999-03-31,VOTER-E318360,
WIT-11054,CLM-01070,Samuel,,Misra,Samuel Misra,98299403796,samuel72@rediffmail.com,M,1977-02-08,VOTER-A931362,
WIT-11055,CLM-01070,Gabriel,,Tak,Gabriel Tak,98939033386,gabriel35@rediffmail.com,M,1973-03-17,UID-457031013829,
WIT-11056,CLM-00441,Pushti,,Thakkar,Pushti Thakkar,97854701148,pushti37@outlook.co.in,F,1961-04-23,VOTER-D489640,
WIT-11057,CLM-00441,Xavier,,Barad,Xavier Barad,97681782187,xavier26@outlook.co.in,M,1951-06-23,VOTER-B136314,
WIT-11058,CLM-00441,Akshay,,Singh,Akshay Singh,99288806845,akshay13@hotmail.com,M,1991-12-15,AADHAR-7078-3921-3231,
WIT-11059,CLM-01027,Yash,,Vora,Yash Vora,99660727796,yash65@rediffmail.com,M,1979-09-10,AADHAR-8665-7058-2843,
WIT-11060,CLM-02044,Ekbal,,Gaba,Ekbal Gaba,99063370845,ekbal55@yahoo.com,M,1979-02-19,AADHAR-6882-5640-7562,
WIT-11061,CLM-02044,Yochana,,Guha,Yochana Guha,97176606527,yochana30@rediffmail.com,F,1982-11-30,AADHAR-9529-5780-9257,
WIT-11062,CLM-02044,Mekhala,,Panchal,Mekhala Panchal,98292154186,mekhala64@hotmail.com,F,1957-04-28,AADHAR-5442-4268-6031,
WIT-11063,CLM-02829,Kabir,,Gara,Kabir Gara,98675909650,kabir34@live.com,M,1994-07-25,UID-642351742789,
WIT-11064,CLM-02829,Vedhika,,Bawa,Vedhika Bawa,99917090736,vedhika33@rediffmail.com,F,1959-07-12,UID-308229312060,
WIT-11065,CLM-01010,Neel,,Jhaveri,Neel Jhaveri,99185194805,neel20@outlook.co.in,M,1987-06-16,UID-548186497714,
WIT-11066,CLM-01457,Charan,,Radhakrishnan,Charan Radhakrishnan,99828427011,charan99@live.com,M,2001-06-30,AADHAR-9008-6701-7873,
WIT-11067,CLM-01457,Henry,,Pillai,Henry Pillai,98552034489,henry11@gmail.com,M,1970-07-31,UID-541145918609,
WIT-11068,CLM-01754,Onkar,,Anand,Onkar Anand,97282272897,onkar30@outlook.co.in,M,1998-01-04,AADHAR-2066-4243-8591,MEM-12321
WIT-11069,CLM-01788,Tanish,,Din,Tanish Din,99979497809,tanish95@yahoo.com,M,1980-10-18,VOTER-B274684,
WIT-11070,CLM-02828,Rajata,,Sahota,Rajata Sahota,98887310549,rajata68@live.com,F,1983-11-18,VOTER-D642301,
WIT-11071,CLM-00656,Anusha,,Rai,Anusha Rai,97646745727,anusha18@outlook.co.in,F,1969-07-06,VOTER-D110645,
WIT-11072,CLM-00656,Advika,,Atwal,Advika Atwal,99125759097,advika46@gmail.com,F,1980-02-11,VOTER-B955726,
WIT-11073,CLM-00656,Matthew,,Bava,Matthew Bava,99346319631,matthew51@gmail.com,M,1966-11-16,AADHAR-9103-9050-6140,
WIT-11074,CLM-00211,Gabriel,,Rajagopalan,Gabriel Rajagopalan,98330539634,gabriel35@live.com,M,1994-06-13,UID-594174438880,
WIT-11075,CLM-00211,Tanish,,Thaman,Tanish Thaman,98200747899,tanish61@gmail.com,M,1955-10-28,UID-572036233741,
WIT-11076,CLM-00211,Ucchal,,Kakar,Ucchal Kakar,97513415888,ucchal33@hotmail.com,F,1957-03-30,AADHAR-3096-5307-5555,
WIT-11077,CLM-02569,Harini,,Hayre,Harini Hayre,97195131309,harini59@outlook.co.in,F,1994-06-12,AADHAR-4097-2668-1544,
