member_id,mem_type,mem_first_name,mem_middle_name,mem_last_name,mem_full_name,mem_dob,mem_dod,mem_gender,mem_marital_status,mem_nationality,mem_gov_id,mem_citizenship_status,mem_occupation,mem_educational_qualification,mem_acc_no,mem_permanent_address_line1,mem_permanent_address_line2,mem_permanent_city,mem_permanent_landmark,mem_permanent_state,mem_permanent_country,mem_permanent_pin_code,mem_communication_address_line1,mem_communication_address_line2,mem_communication_city,mem_communication_landmark,mem_communication_state,mem_communication_country,mem_communication_pin_code,mem_telephone_type_1,mem_telephone_number_1,mem_telephone_type_2,mem_telephone_number_2,mem_email_1,mem_email_2,mem_update_date,RUN_TIME_DATE,CUT_OFF_DATE,POL_ACTV_CNT_YR_1,POL_ACTV_CNT_YR_2,POL_ACTV_CNT_YR_3,POL_REN_CNT_YR_1,POL_REN_CNT_YR_2,POL_REN_CNT_YR_3,POL_NB_CNT_YR_1,POL_NB_CNT_YR_2,POL_NB_CNT_YR_3,SUM_INSURED_YR_1,SUM_INSURED_YR_2,SUM_INSURED_YR_3,PREMIUM_AMT_YR_1,PREMIUM_AMT_YR_2,PREMIUM_AMT_YR_3,CLAIM_CNT_YR_1,CLAIM_CNT_YR_2,CLAIM_CNT_YR_3,CLAIM_CASHLESS_CNT_YR_1,CLAIM_CASHLESS_CNT_YR_2,CLAIM_CASHLESS_CNT_YR_3,CLAIM_REIM_CNT_YR_1,CLAIM_REIM_CNT_YR_2,CLAIM_REIM_CNT_YR_3,CLAIM_AMT_YR_1,CLAIM_AMT_YR_2,CLAIM_AMT_YR_3,APPR_AMT_YR_1,APPR_AMT_YR_2,APPR_AMT_YR_3
MEM-11876,I,Sanaya,,Ramaswamy,Sanaya Ramaswamy,1967-12-13,,F,Married,Indian,UID-328398332794,Resident,Retired,GRADUATE,ACC_280007972200,H.No. 113 Dhaliwal Chowk,Kohli Path,Uluberia,Opposite Park,Jharkhand,India,275039,H.No. 99 Venkatesh,Dalal Path,Barasat,Next to Bank,Sikkim,India,388324,Mobile,97257262375,Home,97165892468.0,sanaya74@hotmail.com,,2025-01-20,2025-10-27,2025-10-27,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-11877,I,Eesha,Mitali,Banerjee,Eesha Banerjee,2005-02-16,2023-09-15,F,Unknown,Indian,UID-259480332482,Resident,Salaried,GRADUATE,ACC_677213592419,27/538- Mani Marg,Karpe Path,Bally,Near Metro Station,Bihar,India,235968,H.No. 11- Shanker Chowk,Rajan Ganj,Patiala,Behind Mall,Tripura,India,982593,Mobile,97942638803,Office,97776351312.0,eesha52@hotmail.com,,2025-06-22,2025-10-27,2025-10-27,2,0,0,2,0,0,2,0,0,2292474.46,0.0,0.0,55617.43,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-11878,I,Urvi,Sai,Pal,Urvi Pal,1965-08-22,,F,Divorced,Indian,VOTER-D584373,Resident,Retired,HSC,ACC_684922178053,49/03- Chaudhry Street,Vohra Chowk,Katni,Next to Temple,Telangana,India,606993,98/76- Kaur Zila,Chakrabarti Zila,Barasat,Near School,Tripura,India,334962,Mobile,99016227034,,97853169544.0,urvi76@yahoo.com,,2025-04-26,2025-10-27,2025-10-27,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-11879,I,Ishita,Krishna,Palla,Ishita Palla,1971-11-11,,F,Widowed,Indian,AADHAR-5215-1296-8641,Resident,Retired,UNKNOWN,ACC_158291775259,H.No. 402 Das Marg,Mane Marg,Kulti,Near Metro Station,Meghalaya,India,558412,17- Chand Road,Vyas Path,Avadi,Next to Bank,Bihar,India,881966,Mobile,99623989397,Office,,ishita90@hotmail.com,,2025-09-02,2025-10-27,2025-10-27,1,0,0,1,0,0,1,0,0,679074.61,0.0,0.0,24906.84,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-11880,I,Barkha,Amruta,Boase,Barkha Boase,2000-12-02,,F,Divorced,Indian,VOTER-E885496,Resident,Salaried,UNKNOWN,ACC_483744365665,09/60- Oommen,Soman Path,Guna,,Mizoram,India,874302,538- Vyas Marg,Dube Street,Panihati,Behind Mall,Bihar,India,437364,Mobile,98015387923,Home,,barkha68@gmail.com,,2025-09-11,2025-10-27,2025-10-27,3,0,0,3,0,0,0,0,0,802883.83,0.0,0.0,28373.25,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-11881,I,Eesha,,Som,Eesha Som,1962-08-21,,F,Single,Indian,AADHAR-5893-1299-6132,Foreigner,Retired,POST_GRAD,ACC_858342261835,54 Kurian Ganj,Bhasin Chowk,Sonipat,,Maharashtra,India,894573,16 Dora Chowk,Dhaliwal Path,Singrauli,Behind Mall,Uttarakhand,India,639238,Mobile,98905442939,Office,99424130913.0,eesha32@yahoo.com,,2025-08-21,2025-10-27,2025-10-27,1,1,0,1,0,0,0,0,0,379908.81,625471.89,0.0,12887.58,19789.55,0.0,1,0,0,0,0,0,1,0,0,352478.6,0.0,0.0,15345.79,0.0,0.0
MEM-11882,I,Aahana,Simon,Om,Aahana Om,1995-12-01,,F,Divorced,Indian,UID-726589245040,Resident,Salaried,UNKNOWN,ACC_865307238192,37/482- Sachar Path,Guha Nagar,Siliguri,Near Metro Station,Chhattisgarh,India,684800,269 Mitra Zila,Munshi Path,Bhavnagar,Next to Bank,Punjab,India,648313,Mobile,97543529957,Home,99198399620.0,aahana98@hotmail.com,,2024-12-03,2025-10-27,2025-10-27,2,0,0,2,0,0,1,0,0,982531.33,0.0,0.0,19834.52,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-11883,I,Benjamin,Qadim,Wable,Benjamin Wable,2005-06-17,,M,Divorced,Indian,UID-183854422351,Foreigner,Salaried,GRADUATE,ACC_387900987151,H.No. 39 Vora Path,Sane Marg,Bhimavaram,Next to Temple,Nagaland,India,48069,43/979 Kapoor Street,Merchant,Jorhat,,Odisha,India,83564,Mobile,98294387113,Home,97361808288.0,benjamin19@yahoo.com,,2025-01-01,2025-10-27,2025-10-27,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-11884,I,Harrison,Kiaan,Mitra,Harrison Mitra,1998-10-09,,M,Unknown,Indian,UID-848408219800,Resident,Salaried,HSC,ACC_350017388069,93/280- Roy Chowk,Rajagopal Chowk,Udupi,Opposite Park,Arunachal Pradesh,India,598733,87/093 Majumdar Chowk,Nayak Zila,Mira-Bhayandar,,Nagaland,India,557478,Mobile,99042012166,Home,97939741081.0,harrison96@outlook.co.in,balaniharika@example.net,2025-07-14,2025-10-27,2025-10-27,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-11885,I,Anirudh,Upasna,Pathak,Anirudh Pathak,1990-09-08,,M,Divorced,Indian,UID-947059404970,Resident,Business,UNKNOWN,ACC_994511741976,H.No. 04- Dar Nagar,Shroff Marg,Raichur,,Karnataka,India,213834,H.No. 645 Bhat,Loyal Path,Ramagundam,Next to Bank,Bihar,India,106094,Mobile,98965784214,,99405290131.0,anirudh58@rediffmail.com,,2024-12-01,2025-10-27,2025-10-27,2,0,0,2,0,0,0,0,0,913875.19,0.0,0.0,11834.720000000001,0.0,0.0,1,0,0,0,0,0,1,0,0,289513.31,0.0,0.0,43101.36,0.0,0.0
MEM-11886,I,Rachita,,Bose,Rachita Bose,1969-04-29,,F,Widowed,Indian,UID-995664079477,NRI,Retired,POST_GRAD,ACC_704843484514,30- Lad Street,Dave Circle,Bettiah,Next to Temple,Chhattisgarh,India,277078,626 Manne Circle,Pant Marg,Mysore,Near School,Rajasthan,India,906483,Mobile,99300829430,Home,,rachita46@rediffmail.com,,2025-05-24,2025-10-27,2025-10-27,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-11887,I,Amaira,,Vaidya,Amaira Vaidya,1982-01-10,,F,Unknown,Indian,VOTER-C326674,Resident,Business,UNKNOWN,ACC_463753612662,82/671 Wagle Marg,Pall Nagar,Ambattur,Next to Temple,Meghalaya,India,993936,89/15- Dara Marg,Talwar Zila,Bhimavaram,Next to Bank,Karnataka,India,481888,Mobile,98320836704,Office,97462953545.0,amaira35@outlook.co.in,lataikbal@example.com,2025-03-16,2025-10-27,2025-10-27,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-11888,I,Vedhika,,Mital,Vedhika Mital,1983-12-03,2023-04-14,F,Widowed,Indian,UID-998340308916,Resident,Business,HSC,ACC_092665535065,05/48- Hegde Nagar,Sethi Chowk,Ujjain,,Himachal Pradesh,India,902443,720- Sant,Trivedi Nagar,Muzaffarpur,Next to Bank,Telangana,India,488537,Mobile,99750862154,,97916693651.0,vedhika89@rediffmail.com,,2025-04-17,2025-10-27,2025-10-27,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-11889,I,Devansh,Wridesh,Arora,Devansh Arora,1962-04-10,,M,Widowed,Indian,VOTER-D840046,Foreigner,Retired,HSC,ACC_115783226462,H.No. 78 Salvi Nagar,Gade Chowk,Salem,,Maharashtra,India,518376,09/695 Thakkar Path,Bhatnagar Ganj,Bilaspur,,Chhattisgarh,India,279736,Mobile,98095591422,Office,99131108700.0,devansh11@hotmail.com,,2025-03-18,2025-10-27,2025-10-27,1,0,0,1,0,0,0,0,0,358210.58,0.0,0.0,4084.81,0.0,0.0,5,0,0,3,0,0,2,0,0,217299.35,0.0,0.0,184476.98,0.0,0.0
MEM-11890,I,Zansi,Yutika,Vora,Zansi Vora,2005-04-26,,F,Unknown,Indian,AADHAR-6644-3479-2260,NRI,Salaried,HSC,ACC_295980718969,H.No. 94 Ravel Street,Choudhury Marg,Imphal,Next to Temple,Assam,India,695261,89/114- Mitter Marg,Wable Zila,Patiala,,Kerala,India,792217,Mobile,97462970665,Home,,zansi60@rediffmail.com,,2025-05-03,2025-10-27,2025-10-27,2,0,0,2,0,0,1,0,0,1134668.53,0.0,0.0,35370.94,0.0,0.0,4,0,0,2,0,0,2,0,0,248091.91,0.0,0.0,230243.37000000002,0.0,0.0
MEM-11891,I,Charvi,Kiaan,Reddy,Charvi Reddy,1983-08-25,,F,Divorced,Indian,AADHAR-6917-8285-1063,Resident,Professional,GRADUATE,ACC_550713168880,H.No. 505 Master Road,Karan Marg,Sambhal,Next to Temple,Tripura,India,201831,83/453- Balay Ganj,Kunda Marg,Jhansi,,Bihar,India,281933,Mobile,99901988933,Office,99037306064.0,charvi26@live.com,,2025-05-23,2025-10-27,2025-10-27,1,1,0,1,0,0,1,0,0,535249.62,804717.17,0.0,9014.01,43690.98,0.0,3,0,0,2,0,0,1,0,0,185018.16,0.0,0.0,167333.75,0.0,0.0
MEM-11892,I,Sai,Ridhi,Dora,Sai Dora,1976-03-02,,M,Divorced,Indian,UID-756428575961,Resident,Business,HSC,ACC_530000804276,H.No. 26 Mishra Circle,Dayal Circle,Uluberia,Near Metro Station,Tripura,India,371768,H.No. 262- Dua Chowk,Choudhury Street,Alappuzha,Near School,Gujarat,India,467500,Mobile,98198880996,Home,,sai82@yahoo.com,,2024-12-01,2025-10-27,2025-10-27,2,0,0,2,0,0,0,0,0,1611739.78,0.0,0.0,50618.490000000005,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-11893,I,Adya,Urmi,Jani,Adya Jani,2007-07-31,,F,Divorced,Indian,UID-371742539712,Resident,Professional,SSC,ACC_757731200153,16/771- Randhawa,Kohli Ganj,Mango,Near Metro Station,Uttarakhand,India,396789,04 Nadig,Gole Ganj,Mathura,,Maharashtra,India,685697,Mobile,99239577030,Home,,adya30@outlook.co.in,,2025-07-20,2025-10-27,2025-10-27,1,0,0,1,0,0,0,0,0,710422.37,0.0,0.0,17947.33,0.0,0.0,7,0,0,5,0,0,2,0,0,1042531.05,0.0,0.0,391126.4,0.0,0.0
MEM-11894,I,Amruta,,Ravel,Amruta Ravel,1975-11-08,,F,Unknown,Indian,VOTER-C789010,Resident,Retired,SSC,ACC_238448439510,69/84 Dubey Nagar,Memon Zila,Hospet,,Mizoram,India,404221,H.No. 78- Prasad Nagar,Kala Chowk,Malda,Behind Mall,Sikkim,India,394567,Mobile,97613194337,Home,97080313998.0,amruta80@hotmail.com,,2025-05-31,2025-10-27,2025-10-27,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-11895,B,Advik,Jasmit,Agate,Advik Agate,1962-07-08,,M,Single,Indian,VOTER-A156983,Resident,Retired,GRADUATE,ACC_139664577658,19/594- Savant Chowk,Sachar Chowk,Tezpur,Next to Temple,Gujarat,India,308168,H.No. 278 Gulati Road,Dube Marg,Mau,Behind Mall,Haryana,India,28178,Mobile,99190837372,Office,,advik26@yahoo.com,,2025-08-08,2025-10-27,2025-10-27,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-11896,I,Elijah,Agastya,Morar,Elijah Morar,1967-03-29,,M,Single,Indian,UID-988740061289,Resident,Retired,SSC,ACC_054986420068,81/47- Thakkar Nagar,Kapadia Street,Nagercoil,Next to Temple,Haryana,India,377157,H.No. 332- Mann Nagar,Madan Path,Gaya,Behind Mall,Bihar,India,83882,Mobile,97741176929,,,elijah91@yahoo.com,gacharya@example.net,2024-12-26,2025-10-27,2025-10-27,2,0,0,2,0,0,1,0,0,1083783.65,0.0,0.0,36745.75,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-11897,I,Anya,Zinal,Khatri,Anya Khatri,1969-12-25,,F,Married,Indian,VOTER-D150413,Resident,Retired,GRADUATE,ACC_287473703664,H.No. 12 Lanka Circle,Kashyap Marg,Mangalore,Opposite Park,Jharkhand,India,812483,H.No. 315- Gala Circle,Kannan,Mehsana,,Himachal Pradesh,India,954054,Mobile,98561643829,Office,,anya53@yahoo.com,,2025-02-06,2025-10-27,2025-10-27,3,0,0,3,0,0,2,0,0,1627319.4100000001,0.0,0.0,33970.979999999996,0.0,0.0,4,0,0,1,0,0,3,0,0,194359.85247755877,0.0,0.0,181693.56675230147,0.0,0.0
MEM-11898,I,Aarav,,Badami,Aarav Badami,1980-12-27,,M,Single,Indian,UID-745494729705,Resident,Business,HSC,ACC_176065460805,30/560- Khosla Nagar,Saha Marg,Dehri,Near Metro Station,Tripura,India,676534,H.No. 668- Krish Zila,Padmanabhan Nagar,Nangloi Jat,Next to Bank,Himachal Pradesh,India,873879,Mobile,97054669750,Office,,aarav26@outlook.co.in,,2024-12-24,2025-10-27,2025-10-27,1,0,0,1,0,0,0,0,0,686060.04,0.0,0.0,3647.67,0.0,0.0,2,0,0,1,0,0,1,0,0,139066.05,0.0,0.0,124371.36000000002,0.0,0.0
MEM-11899,I,Alka,Ucchal,Pall,Alka Pall,1966-01-04,,F,Divorced,Indian,VOTER-B659496,Resident,Retired,HSC,ACC_342804684427,67/469- Uppal Path,Goel Nagar,Ghaziabad,,Chhattisgarh,India,339809,75/903- Narain Path,Shan Zila,Kota,Next to Bank,Meghalaya,India,555818,Mobile,99163053919,,,alka20@hotmail.com,wagleyagnesh@example.org,2025-04-29,2025-10-27,2025-10-27,2,0,0,2,0,0,1,0,0,1920000.67,0.0,0.0,7341.120000000001,0.0,0.0,3,0,0,1,0,0,2,0,0,103645.10999999999,0.0,0.0,104755.48000000001,0.0,0.0
MEM-11900,B,Timothy,,Tara,Timothy Tara,1993-03-18,,M,Married,Indian,UID-454407155285,Resident,Salaried,GRADUATE,ACC_603607758001,H.No. 45- Mital Chowk,Swamy Nagar,Davanagere,,Karnataka,India,978368,512- Singh Road,Thaman Zila,Uluberia,Behind Mall,Odisha,India,201288,Mobile,99549116080,,,timothy73@outlook.co.in,,2025-06-14,2025-10-27,2025-10-27,0,1,0,0,0,0,0,0,0,0.0,551838.38,0.0,0.0,4755.36,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-11901,B,Yoshita,Jackson,Iyengar,Yoshita Iyengar,1988-04-19,,F,Married,Indian,VOTER-C631190,Foreigner,Salaried,GRADUATE,ACC_304302295219,75/24 Brahmbhatt Marg,Bora Marg,Jalgaon,,Chhattisgarh,India,884156,H.No. 784 Desai Chowk,Gopal Ganj,Rourkela,Next to Bank,Manipur,India,318841,Mobile,98122640381,Office,,yoshita14@gmail.com,,2025-04-12,2025-10-27,2025-10-27,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-11902,I,Indrajit,,Dube,Indrajit Dube,1985-12-22,,M,Married,Indian,UID-320175011889,NRI,Business,SSC,ACC_639280412168,H.No. 95 Rattan Zila,Nagarajan Street,Panihati,,Andhra Pradesh,India,153216,H.No. 932 Chaudhuri,Chatterjee Ganj,Uluberia,,Chhattisgarh,India,854345,Mobile,98512049003,Office,97847206916.0,indrajit98@live.com,naiduvarenya@example.org,2025-05-04,2025-10-27,2025-10-27,1,0,0,1,0,0,1,0,0,181527.47,0.0,0.0,3743.45,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-11903,I,Inaya,Daniel,Shere,Inaya Shere,1970-10-03,,F,Single,Indian,VOTER-E751433,Resident,Retired,SSC,ACC_587541612407,53/231 Mammen Street,Anne Chowk,Hyderabad,,Karnataka,India,856359,59/331- Chakrabarti Ganj,Dara Circle,Kota,,Mizoram,India,926605,Mobile,97801813994,,,inaya27@live.com,,2025-06-29,2025-10-27,2025-10-27,1,0,0,1,0,0,1,0,0,1982278.42,0.0,0.0,38709.64,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-11904,I,Max,Ekalinga,Sridhar,Max Sridhar,1963-04-01,,M,Married,Indian,UID-846089092941,Resident,Retired,UNKNOWN,ACC_298971823320,95/502- Sarraf Circle,Rama Road,Hindupur,Next to Temple,Meghalaya,India,847902,51/79- Yadav Path,Palla Marg,Bangalore,,Jharkhand,India,52164,Mobile,98915569317,Office,97968177839.0,max33@yahoo.com,xkeer@example.com,2025-02-05,2025-10-27,2025-10-27,1,1,0,1,0,0,0,0,0,369655.37,537128.87,0.0,6523.79,4814.25,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-11905,I,Wishi,Wriddhish,Bansal,Wishi Bansal,1987-05-04,,F,Widowed,Indian,AADHAR-5514-8108-8578,Resident,Professional,GRADUATE,ACC_541666035535,06- Mitter Street,Vyas Nagar,Alwar,Next to Temple,Chhattisgarh,India,685768,H.No. 551 Bandi Marg,Goel Marg,Tirunelveli,Next to Bank,Rajasthan,India,475364,Mobile,97480684361,Office,,wishi15@gmail.com,,2025-02-28,2025-10-27,2025-10-27,1,0,0,1,0,0,1,0,0,257028.18,0.0,0.0,4822.38,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-11906,I,Dalbir,Omkaar,Bora,Dalbir Bora,2003-07-17,2024-08-18,M,Single,Indian,VOTER-C539766,Resident,Salaried,UNKNOWN,ACC_311857233207,00/50 Dash Marg,Cherian Zila,Kozhikode,Next to Temple,Uttarakhand,India,955039,11/01- Dash Path,Sankaran Ganj,Naihati,Near School,Meghalaya,India,865482,Mobile,98831111718,,97573162521.0,dalbir51@outlook.co.in,,2025-02-13,2025-10-27,2025-10-27,2,0,0,2,0,0,1,0,0,1214761.96,0.0,0.0,35031.04,0.0,0.0,1,0,0,0,0,0,1,0,0,23785.82,0.0,0.0,20600.54,0.0,0.0
MEM-11907,I,Vedant,,Date,Vedant Date,2002-12-27,,M,Divorced,Indian,AADHAR-3790-4240-9212,Resident,Salaried,POST_GRAD,ACC_357313872622,30/115 Choudhry,Loke Zila,Silchar,Next to Temple,Mizoram,India,306701,196 Dash,Parmer Nagar,Jodhpur,Next to Bank,Uttarakhand,India,348463,Mobile,99646265046,Office,99720918701.0,vedant32@hotmail.com,ekbal09@example.org,2025-01-31,2025-10-27,2025-10-27,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-11908,B,Bachittar,Chandani,Dubey,Bachittar Dubey,1998-07-18,,M,Married,Indian,UID-247138165779,Resident,Business,UNKNOWN,ACC_345430831197,64/934 Sandhu Road,Raja,Kishanganj,Next to Temple,Telangana,India,980678,H.No. 58 Chhabra Path,Agate Street,Hajipur,,Kerala,India,691831,Mobile,98816819041,Home,,bachittar51@live.com,,2025-06-22,2025-10-27,2025-10-27,1,1,0,1,0,0,1,1,0,357798.21,922997.94,0.0,16420.92,48096.26,0.0,2,0,0,1,0,0,1,0,0,113115.73999999999,0.0,0.0,116694.16,0.0,0.0
MEM-11909,I,Finn,Panini,Ranganathan,Finn Ranganathan,1997-01-08,,M,Married,Indian,UID-503551142569,NRI,Salaried,UNKNOWN,ACC_10807624,H.No. 72- Deo Road,Pau Street,Satna,,Madhya Pradesh,India,153315,539- Barad Road,Viswanathan Ganj,Ichalkaranji,Near School,Madhya Pradesh,India,721365,Mobile,8490551136,,,finn58@rediffmail.com,,2025-10-20,2025-10-27,2025-10-27,2,0,0,2,0,0,1,0,0,1282566.18,0.0,0.0,28905.67,0.0,0.0,4,0,0,4,0,0,0,0,0,115028.83,0.0,0.0,116256.26000000001,0.0,0.0
MEM-11910,I,George,Jeet,Chakraborty,George Chakraborty,1981-10-01,,M,Unknown,Indian,VOTER-B413159,NRI,Salaried,GRADUATE,ACC_053866694898,H.No. 06- Bava Ganj,Choudhary Path,Orai,Opposite Park,Uttar Pradesh,India,51426,526 Narayan Street,Ghosh Zila,Berhampore,,Chhattisgarh,India,350223,Mobile,98785581899,,,george10@hotmail.com,,2025-05-09,2025-10-27,2025-10-27,0,1,0,0,0,0,0,0,0,0.0,604680.07,0.0,0.0,29099.62,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-11911,I,Guneet,Ayaan,Sastry,Guneet Sastry,1977-08-19,,M,Unknown,Indian,AADHAR-3897-6970-1486,Resident,Professional,UNKNOWN,ACC_932052606911,55 Brahmbhatt Road,Mody,Katihar,Next to Temple,Odisha,India,145644,30/83- Tak Street,Kaur Marg,Ambarnath,Behind Mall,Assam,India,823265,Mobile,98961087800,Home,,guneet66@outlook.co.in,,2025-09-27,2025-10-27,2025-10-27,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-11912,I,Zinal,,Yadav,Zinal Yadav,1977-01-09,,F,Single,Indian,UID-715879422519,NRI,Professional,GRADUATE,ACC_819049507611,77 Sunder Zila,Goda Circle,Shivpuri,,Tripura,India,69224,87/774- Kalla Chowk,Ravi Path,Guwahati,,Assam,India,61958,Mobile,97101755641,,97305506556.0,zinal55@hotmail.com,vihaan30@example.org,2025-08-25,2025-10-27,2025-10-27,1,0,0,1,0,0,1,0,0,894138.16,0.0,0.0,4242.69,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-11913,I,Pooja,Noah,Prakash,Pooja Prakash,1975-12-07,,F,Divorced,Indian,AADHAR-3931-4478-3932,Resident,Retired,HSC,ACC_343237905272,H.No. 141- Dora Street,Handa Nagar,Mango,Next to Temple,Jharkhand,India,225391,H.No. 968- Toor Chowk,Bora Zila,Thoothukudi,Near School,Manipur,India,215321,Mobile,97403031110,Home,98158489092.0,pooja66@hotmail.com,tarayoshita@example.net,2025-07-12,2025-10-27,2025-10-27,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-11914,I,Krisha,Vaishnavi,Dasgupta,Krisha Dasgupta,1974-08-31,,F,Unknown,Indian,VOTER-C735747,Resident,Retired,POST_GRAD,ACC_203003085506,48 Bose Chowk,Bose Circle,Aurangabad,Next to Temple,Andhra Pradesh,India,446256,84/20 Kashyap Street,Sur Zila,Bidar,Behind Mall,Uttarakhand,India,577457,Mobile,98726078367,Office,,krisha24@yahoo.com,padmanabhankrishna@example.net,2024-10-28,2025-10-27,2025-10-27,1,1,0,1,0,0,0,1,0,641184.46,506719.88,0.0,23040.45,19013.23,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
MEM-11915,I,Mohammed,Nikita,Anand,Mohammed Anand,1982-11-05,,M,Divorced,Indian,AADHAR-2021-1170-4711,Resident,Business,SSC,ACC_508345608509,53/489- Dass Ganj,Sundaram Road,Kishanganj,Next to Temple,Maharashtra,India,164007,H.No. 49 Upadhyay Zila,Ratti Ganj,Nagpur,Next to Bank,Madhya Pradesh,India,214522,Mobile,99007082755,Office,,mohammed45@live.com,,2024-12-19,2025-10-27,2025-10-27,2,0,0,2,0,0,0,0,0,1511744.8,0.0,0.0,18890.09,0.0,0.0,4,0,0,2,0,0,2,0,0,90822.71999999999,0.0,0.0,88447.32999999999,0.0,0.0
MEM-11916,I,Michael,Victor,Kashyap,Michael Kashyap,1987-03-16,,M,Single,Indian,AADHAR-3386-4022-1290,Resident,Business,POST_GRAD,ACC_181408924020,23/146- Behl Circle,Parmer Ganj,Vijayanagaram,Near Metro Station,Kerala,India,722475,31/59- Ram,Roy Chowk,Singrauli,Near School,Goa,India,253536,Mobile,98510598268,Office,,michael27@hotmail.com,,2025-03-01,2025-10-27,2025-10-27,1,0,0,1,0,0,1,0,0,697619.13,0.0,0.0,2042.46,0.0,0.0,1,0,0,0,0,0,1,0,0,46134.4,0.0,0.0,39707.57,0.0,0.0
MEM-11917,I,Sanaya,Sathvik,Sen,Sanaya Sen,1966-08-31,,F,Divorced,Indian,UID-459956918714,Resident,Retired,UNKNOWN,ACC_505019635414,24/497 Jha Marg,Chokshi Marg,Ramgarh,Near Metro Station,Odisha,India,449150,H.No. 98- Ramakrishnan Circle,Pathak Zila,Medininagar,Next to Bank,Himachal Pradesh,India,9682,Mobile,99063732982,Home,97027022245.0,sanaya78@rediffmail.com,,2025-09-13,2025-10-27,2025-10-27,1,0,0,1,0,0,0,0,0,546918.62,0.0,0.0,17626.49,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
